OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,TOTCOMM,AUTO,DRVALONE,CARPOOL,CARPL2,CARPL3,CARPL4,CARPL5OR6,CARPL7PLS,PUBLTRAN,BUSTROLL,STCARTROLL,SUBEL,RR,FERRY,TAXI,MOTORCYC,BIKE,WALK,OTHER,TELECOMM,POPOVER16,TOTEMPINFORCE,UNEMPPCT,TIMETOWK,MEDHHI,PCTFOODSNAP,PCTNOINS,PCTFAMBELPOV,TOTHU,HUOCC,HUVACANT,NOVEHN,NOVEHP,ONEVEHN,ONEVEHP,TWOVEHN,TWOVEHP,THRPLSVEHN,THRPLSVEHP,TOTPOP,TOTMALE,TOTFEM,ALLWHITE,ALLWHITEPCT,ALLBLK,ALLBLKPCT,ALLAMERIN,ALLAMERINPCT,ALLASIAN,ALLASIANPCT,ALLNATHI,ALLNATHIPCT,HISPTOT,HISPPCT
171,42,017,105006,42017105006,1050.06,3055,2645,2384,261,224,37,0,0,0,145,12,0,27,106,0,0,0,35,40,33,157,4737,3317,30,28.5,124231,0.8,1.4,2.6,1956,1900,56,24,1.3,228,12,1113,58.6,535,28.2,5921,2824,3097,5580,94.2,1,0,1,0,182,3.1,0,0,179,3.023138
172,42,017,101505,42017101505,1015.05,1754,1581,1494,87,51,35,0,0,1,58,0,0,0,58,0,0,0,0,0,28,87,2790,1929,30.9,30.4,103056,4.6,6.2,1.8,1120,1088,32,11,1,187,17.2,503,46.2,387,35.6,3358,1698,1660,3115,92.8,8,0.2,0,0,235,7,0,0,0,0
173,42,017,101503,42017101503,1015.03,1945,1778,1677,101,77,24,0,0,0,69,4,0,0,65,0,0,0,0,47,12,39,3224,2154,33.2,31.6,62643,2.1,4.5,4.7,1578,1506,72,38,2.5,536,35.6,574,38.1,358,23.8,3731,1827,1904,3390,90.9,58,1.6,0,0,152,4.1,0,0,241,6.459394
174,42,017,102102,42017102102,1021.02,1708,1610,1480,130,113,17,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49,2750,1860,32.4,26.1,90039,4.8,3.7,0.7,1220,1220,0,40,3.3,226,18.5,549,45,405,33.2,3338,1541,1797,3273,98.1,0,0,0,0,27,0.8,0,0,0,0
175,42,017,103102,42017103102,1031.02,1046,941,879,62,62,0,0,0,0,0,0,0,0,0,0,0,0,13,67,0,25,1528,1131,26,24.5,50379,7,16.3,1.8,839,803,36,31,3.9,336,41.8,206,25.7,230,28.6,1904,818,1086,1826,95.9,5,0.3,0,0,55,2.9,0,0,214,11.239496
176,42,017,101506,42017101506,1015.06,2675,2405,2247,158,126,32,0,0,0,115,15,0,0,100,0,0,0,20,36,0,99,4517,2946,34.8,28.3,65972,1.7,6.4,3.6,2061,2005,56,39,1.9,699,34.9,666,33.2,601,30,5188,2488,2700,5069,97.7,3,0.1,0,0,16,0.3,0,0,145,2.794911
177,42,017,100105,42017100105,1001.05,1749,1585,1485,100,71,19,10,0,0,48,14,0,0,34,0,0,12,11,34,16,43,2855,2013,29.5,24.9,58938,8.9,13.5,9.3,1304,1249,55,66,5.3,392,31.4,396,31.7,395,31.6,3363,1724,1639,3221,95.8,21,0.6,0,0,3,0.1,0,0,119,3.538507
178,42,017,100212,42017100212,1002.12,2277,2105,1920,185,174,0,0,11,0,82,11,0,0,71,0,0,0,0,8,20,62,3337,2475,25.8,25.9,78711,3,8,3.1,1496,1393,103,11,0.8,302,21.7,771,55.3,309,22.2,4086,1934,2152,3770,92.3,0,0,0,0,264,6.5,0,0,159,3.891336
179,42,017,105004,42017105004,1050.04,2795,2566,2462,104,60,0,39,0,5,71,0,0,0,71,0,0,0,10,8,5,135,4481,3071,31.5,32.9,118150,1.3,0.8,0.4,1888,1860,28,29,1.6,271,14.6,921,49.5,639,34.4,5538,2757,2781,5181,93.6,30,0.5,0,0,285,5.1,0,0,42,0.758397
180,42,017,103103,42017103103,1031.03,2149,1927,1783,144,103,33,0,0,8,0,0,0,0,0,0,15,0,14,83,0,110,3651,2382,34.8,22,53535,6.8,9.2,5.3,1847,1814,33,232,12.8,606,33.4,675,37.2,301,16.6,4474,2303,2171,4251,95,136,3,17,0.4,25,0.6,0,0,217,4.850246
181,42,017,105010,42017105010,1050.10,2213,2018,1965,53,32,21,0,0,0,96,0,0,10,86,0,0,0,11,0,10,78,3336,2492,25.3,33.7,100455,0.4,5.7,0,1549,1522,27,33,2.2,356,23.4,915,60.1,218,14.3,4135,1966,2169,3973,96.1,43,1,0,0,96,2.3,0,0,88,2.128174
182,42,017,101609,42017101609,1016.09,2250,2098,1919,179,154,25,0,0,0,56,13,0,0,43,0,0,0,0,0,10,86,3549,2501,29.5,24.9,72083,4.9,9.7,3.5,1689,1619,70,12,0.7,540,33.4,651,40.2,416,25.7,4391,2112,2279,4023,91.6,67,1.5,0,0,208,4.7,0,0,183,4.167616
183,42,017,104902,42017104902,1049.02,3336,3019,2749,270,256,14,0,0,0,130,16,0,9,105,0,0,0,0,19,25,143,5479,3642,33.5,31.9,102736,2.2,2.4,0.7,2614,2614,0,7,0.3,817,31.3,1255,48,535,20.5,7044,3294,3750,6679,94.8,15,0.2,0,0,222,3.2,0,0,250,3.54912
184,42,017,105506,42017105506,1055.06,2103,1680,1603,77,52,8,0,0,17,219,8,0,0,211,0,0,0,0,23,0,181,3142,2353,25.1,36.5,148750,0.7,2.7,0.8,1291,1291,0,9,0.7,130,10.1,665,51.5,487,37.7,4219,2060,2159,3370,79.9,109,2.6,0,0,615,14.6,0,0,56,1.327329
185,42,017,102300,42017102300,1023,3002,2836,2502,334,304,24,0,0,6,18,0,0,0,18,0,0,10,18,35,0,85,4571,3336,27,32.9,79471,1.2,5.9,0.9,2135,1999,136,56,2.8,400,20,920,46,623,31.2,5716,2854,2862,5530,96.7,101,1.8,21,0.4,18,0.3,0,0,44,0.769769
